Gold_Close,Gold_High,Gold_Low,Gold_Open,Daily Return,Monthly Return,Annual Return
1186.0,1194.5,1169.5,1184.0,,,
1203.9000244140625,1206.9000244140625,1180.0999755859375,1180.300048828125,0.015092769320457444,,
1219.300048828125,1220.0,1203.5,1203.5,0.012791780132704655,,
1210.5999755859375,1219.199951171875,1210.5999755859375,1219.199951171875,-0.007135301315331799,,
1208.4000244140625,1215.699951171875,1206.300048828125,1207.0,-0.0018172403900885703,,
1216.0,1220.199951171875,1210.300048828125,1211.0999755859375,0.0062892878454074985,,
1232.699951171875,1234.4000244140625,1219.0999755859375,1224.199951171875,0.013733512476870935,,
1234.300048828125,1239.300048828125,1230.300048828125,1239.199951171875,0.0012980430920994657,,
1234.4000244140625,1243.800048828125,1225.5999755859375,1229.5999755859375,8.09977979279175e-05,,
1264.699951171875,1265.0,1227.300048828125,1231.5,0.024546278482289408,,
1276.9000244140625,1279.699951171875,1256.0999755859375,1256.0999755859375,0.00964661478074924,,
1294.199951171875,1297.300048828125,1273.800048828125,1278.9000244140625,0.013548380003948202,,
1293.699951171875,1303.5,1286.699951171875,1295.199951171875,-0.0003863390657272703,,
1300.699951171875,1302.0999755859375,1283.5,1293.199951171875,0.0054108373380235,,
1292.5999755859375,1299.800048828125,1292.5999755859375,1299.800048828125,-0.006227397470600193,,
1279.4000244140625,1290.5999755859375,1279.4000244140625,1289.5,-0.01021193828035738,,
1291.699951171875,1291.699951171875,1277.199951171875,1277.199951171875,0.009613824076207589,,
1285.9000244140625,1286.800048828125,1285.9000244140625,1285.9000244140625,-0.004490150171911567,,
1254.5999755859375,1285.4000244140625,1251.0,1283.300048828125,-0.02434096604235414,,
1278.5,1284.300048828125,1257.0,1258.0,0.019049916211659745,,
1276.199951171875,1284.0999755859375,1266.0,1284.0999755859375,-0.0017990213751466477,,
1259.699951171875,1284.699951171875,1255.300048828125,1273.5,-0.01292900848714873,,
1263.800048828125,1271.5999755859375,1256.800048828125,1262.0,0.00325482084240436,,
1262.0,1272.5999755859375,1257.800048828125,1271.800048828125,-0.001424314573966079,,
1233.9000244140625,1267.5999755859375,1228.0,1265.0,-0.0222662247115194,,
1240.800048828125,1242.300048828125,1235.4000244140625,1237.5,0.00559204496112975,,
1231.5999755859375,1245.0,1231.199951171875,1237.5,-0.0074146299807744676,,
1219.0,1237.4000244140625,1219.0,1233.300048828125,-0.010230574728570474,,
1220.0999755859375,1229.800048828125,1217.9000244140625,1217.9000244140625,0.0009023589712366942,,
1226.5,1232.800048828125,1222.199951171875,1222.199951171875,0.005245491797497115,,
1208.0999755859375,1234.0,1203.0,1227.699951171875,-0.015002058225896842,,
1199.699951171875,1210.199951171875,1197.800048828125,1207.0999755859375,-0.00695308714826226,,
1207.0999755859375,1220.0,1205.0,1216.5,0.0061682293200346905,,
1204.4000244140625,1213.0999755859375,1199.0999755859375,1206.5,-0.0022367253968044176,,
1200.300048828125,1203.300048828125,1191.5999755859375,1201.300048828125,-0.0034041643165294566,,
1196.9000244140625,1203.5,1193.800048828125,1203.4000244140625,-0.002832645401774303,,
1201.0,1204.5999755859375,1201.0,1204.300048828125,0.003425495448498017,,
1209.5999755859375,1219.0,1204.800048828125,1204.800048828125,0.007160679089040389,,
1212.5999755859375,1217.800048828125,1204.5,1207.699951171875,0.0024801587802172342,,
1207.699951171875,1222.699951171875,1204.9000244140625,1214.300048828125,-0.004040924057989392,,
1204.0,1212.0,1195.0,1201.5,-0.003063634446854757,,
1200.5999755859375,1206.9000244140625,1198.0,1204.800048828125,-0.00282394054324131,,
1195.9000244140625,1205.4000244140625,1195.9000244140625,1201.699951171875,-0.00391466872184576,,
1164.0999755859375,1195.699951171875,1163.699951171875,1195.0,-0.026590892364690477,,
1166.4000244140625,1174.199951171875,1166.300048828125,1169.4000244140625,0.0019758172634332105,,
